From	To
Q69ZK6	10090.ENSMUSP00000133700
Q9Y592	9606.ENSP00000380911
Q9QWY8	10090.ENSMUSP00000134825
Q9HCK4	9606.ENSP00000417335
P63279	9606.ENSP00000348056
Q62151	10090.ENSMUSP00000015596
Q64364	10090.ENSMUSP00000102748
P02088	10090.ENSMUSP00000023934
O75037	9606.ENSP00000411831
Q99613	9606.ENSP00000332604
Q9UG63	9606.ENSP00000222388
Q12872	9606.ENSP00000437738
Q9DBS9	10090.ENSMUSP00000110112
P98156	10090.ENSMUSP00000127329
Q96KN7	9606.ENSP00000382895
Q69ZT9	10090.ENSMUSP00000070488
Q6F5E0	10090.ENSMUSP00000069161
Q9UGU5	9606.ENSP00000216106
Q9NX20	9606.ENSP00000300151
P22695	9606.ENSP00000268379
Q8TEX9	9606.ENSP00000346453
Q3UX61	10090.ENSMUSP00000057336
Q6Y685	10090.ENSMUSP00000081043
Q6N069	9606.ENSP00000368716
Q8VEM8	10090.ENSMUSP00000075987
P31384	4932.YAL021C
Q9UNQ2	9606.ENSP00000199320
Q9NSE4	9606.ENSP00000355889
O75110	9606.ENSP00000342481
P60981	9606.ENSP00000246069
Q9Y3A3	9606.ENSP00000315702
Q08501	10090.ENSMUSP00000122219
Q6PKG0	9606.ENSP00000336721
Q8K424	10090.ENSMUSP00000053755
P43351	9606.ENSP00000351284
Q9EP69	10090.ENSMUSP00000026270
P83876	9606.ENSP00000269601
Q6NY15	10090.ENSMUSP00000048859
P70458	10090.ENSMUSP00000021495
Q9H568	9606.ENSP00000364555
Q3UFT3	10090.ENSMUSP00000048914
Q96KA5	9606.ENSP00000313854
Q96M27	9606.ENSP00000421965
Q3UMR5	10090.ENSMUSP00000020312
P23928	10116.ENSRNOP00000055901
O94903	9606.ENSP00000333551
Q9Z1P6	10090.ENSMUSP00000039692
P97369	10090.ENSMUSP00000094084
O70250	10090.ENSMUSP00000020768
Q3T906	9606.ENSP00000299314
Q03933	9606.ENSP00000357440
P63276	10090.ENSMUSP00000079628
P04627	10090.ENSMUSP00000001155
Q91ZX7	10090.ENSMUSP00000044004
O95067	9606.ENSP00000288207
P40222	9606.ENSP00000362711
Q96RT8	9606.ENSP00000480316
Q9C035	9606.ENSP00000369373
Q99LS3	10090.ENSMUSP00000031399
Q9BVI0	9606.ENSP00000363124
Q9D6R2	10090.ENSMUSP00000127526
O75306	9606.ENSP00000356972
P22366	10090.ENSMUSP00000035092
Q9Y295	9606.ENSP00000329715
Q8BQC3	10090.ENSMUSP00000034961
Q9UBQ0	9606.ENSP00000480853
Q9NUQ8	9606.ENSP00000411471
O50440	83332.Rv1184c
P08226	10090.ENSMUSP00000133302
Q61466	10090.ENSMUSP00000023759
P05201	10090.ENSMUSP00000026196
Q8K2X3	10090.ENSMUSP00000040944
Q9ES46	10090.ENSMUSP00000023072
O35280	10090.ENSMUSP00000134388
P09525	9606.ENSP00000377833
Q91VN4	10090.ENSMUSP00000032172
P49754	9606.ENSP00000309457
Q14684	9606.ENSP00000339145
P62806	10090.ENSMUSP00000085006
P46937	9606.ENSP00000478927
E9Q5G3	10090.ENSMUSP00000034815
P61927	9606.ENSP00000274242
Q5EG47	10090.ENSMUSP00000063166
O70591	10090.ENSMUSP00000120106
Q91ZD4	10090.ENSMUSP00000027837
P22061	9606.ENSP00000356354
P62317	10090.ENSMUSP00000037597
Q61645	10090.ENSMUSP00000022691
Q06418	9606.ENSP00000263798
Q8NFZ0	9606.ENSP00000369335
Q6UWP8	9606.ENSP00000430242
Q62393	10090.ENSMUSP00000091943
Q6PHS9	10090.ENSMUSP00000132512
Q9CPY7	10090.ENSMUSP00000040222
Q8CJ67	10090.ENSMUSP00000124505
Q5SWP3	10090.ENSMUSP00000049490
Q9DBT5	10090.ENSMUSP00000099698
Q9ULX9	9606.ENSP00000345393
Q8N9Z2	9606.ENSP00000430897
Q9JK92	10090.ENSMUSP00000037007
B7ZR20	8355.B7ZR20
Q16822	9606.ENSP00000216780
P12694	9606.ENSP00000269980
P50481	10090.ENSMUSP00000028302
Q99J39	10090.ENSMUSP00000095970
Q8R1M2	10090.ENSMUSP00000074142
Q8TCY9	9606.ENSP00000396918
P25206	10090.ENSMUSP00000059192
Q9WV30	10090.ENSMUSP00000127784
Q9Z1Q5	10090.ENSMUSP00000007257
P29992	9606.ENSP00000078429
Q99J95	10090.ENSMUSP00000009699
Q709F0	9606.ENSP00000264990
Q13573	9606.ENSP00000261531
Q8IZT6	9606.ENSP00000356379
Q0P678	10090.ENSMUSP00000017622
Q8C0T9	10090.ENSMUSP00000027852
P39428	10090.ENSMUSP00000130759
Q921I9	10090.ENSMUSP00000050940
Q5VWN6	9606.ENSP00000328426
Q9UGC6	9606.ENSP00000356194
P62937	9606.ENSP00000419425
Q9JKC8	10090.ENSMUSP00000117346
Q9DB20	10090.ENSMUSP00000023677
P12814	9606.ENSP00000377941
Q99K85	10090.ENSMUSP00000025542
P56931	10090.ENSMUSP00000050047
O75146	9606.ENSP00000253083
Q9CZU6	10090.ENSMUSP00000005826
Q3UM45	10090.ENSMUSP00000027494
Q8VDF2	10090.ENSMUSP00000001258
P46467	10090.ENSMUSP00000092230
O88545	10090.ENSMUSP00000019638
P35269	9606.ENSP00000377969
P09914	9606.ENSP00000360869
Q9UH65	9606.ENSP00000315630
P47809	10090.ENSMUSP00000041282
Q53HV7	9606.ENSP00000424191
P97769	10090.ENSMUSP00000098890
Q6P9R2	10090.ENSMUSP00000042155
Q9NSC5	9606.ENSP00000439937
P10619	9606.ENSP00000361562
Q8N7N6	10090.ENSMUSP00000019987
Q96DF8	9606.ENSP00000252137
Q6P1F6	10090.ENSMUSP00000086640
Q8C9B9	10090.ENSMUSP00000084794
P62805	9606.ENSP00000244537
Q8K3B1	10090.ENSMUSP00000040168
B2RQC2	10090.ENSMUSP00000053955
A2A654	10090.ENSMUSP00000102374
P20823	9606.ENSP00000257555
Q9Y3C8	9606.ENSP00000356982
Q9DB40	10090.ENSMUSP00000028139
Q80Y17	10090.ENSMUSP00000060749
P35242	10090.ENSMUSP00000129696
Q9Z2D8	10090.ENSMUSP00000089948
Q9D5I4	10090.ENSMUSP00000112019
Q5PRF9	9606.ENSP00000317224
Q99733	9606.ENSP00000369915
Q925T4	10090.ENSMUSP00000055709
Q8BH59	10090.ENSMUSP00000122103
Q80TS7	10090.ENSMUSP00000074895
Q9CRB2	10090.ENSMUSP00000120014
Q15696	9606.ENSP00000303015
Q9Z0H1	10090.ENSMUSP00000025170
Q8CGU1	10090.ENSMUSP00000023818
Q8BWF0	10090.ENSMUSP00000040591
Q9NZI8	9606.ENSP00000290341
P29460	9606.ENSP00000231228
Q9H3R2	9606.ENSP00000485028
Q07120	10116.ENSRNOP00000002807
Q8JZQ2	10090.ENSMUSP00000025408
Q68DQ2	9606.ENSP00000374273
Q99962	9606.ENSP00000369981
Q9BZE4	9606.ENSP00000354040
Q4U4S6	10090.ENSMUSP00000107966
Q99MY8	10090.ENSMUSP00000140251
P78406	9606.ENSP00000379182
Q8NEM2	9606.ENSP00000306473
Q8NF91	9606.ENSP00000356224
Q9CQ75	10090.ENSMUSP00000014438
Q09XV5	10090.ENSMUSP00000087184
O14522	9606.ENSP00000362294
P62832	10116.ENSRNOP00000005471
P97377	10090.ENSMUSP00000026416
Q5S007	9606.ENSP00000298910
P53621	9606.ENSP00000357048
P27782	10090.ENSMUSP00000029611
Q53H96	9606.ENSP00000220966
Q8WWM7	9606.ENSP00000378917
Q6PCN7	10090.ENSMUSP00000002502
Q91Z67	10090.ENSMUSP00000095195
Q9R1Q8	10090.ENSMUSP00000093762
P78345	9606.ENSP00000478982
P35523	9606.ENSP00000339867
P35991	10090.ENSMUSP00000033617
P02100	9606.ENSP00000369586
Q9UH17	9606.ENSP00000327459
Q8C110	10090.ENSMUSP00000077492
Q96CT7	9606.ENSP00000471455
Q8BFX2	10090.ENSMUSP00000067049
Q8N488	9606.ENSP00000419494
Q8IWL3	9606.ENSP00000216027
Q9P2F8	9606.ENSP00000355589
P59708	10090.ENSMUSP00000043662
O35658	10090.ENSMUSP00000077612
P97469	10090.ENSMUSP00000023356
Q6P2C8	9606.ENSP00000292035
Q9QZL0	10090.ENSMUSP00000022830
Q9R0Q7	10090.ENSMUSP00000050292
P63101	10090.ENSMUSP00000022894
Q9QX29	10090.ENSMUSP00000049063
Q61097	10090.ENSMUSP00000018478
P97303	10090.ENSMUSP00000103815
O88634	10090.ENSMUSP00000054426
Q15646	9606.ENSP00000257570
Q96M94	9606.ENSP00000332791
P21278	10090.ENSMUSP00000043190
P18077	9606.ENSP00000419117
P49698	10090.ENSMUSP00000018094
P15409	10090.ENSMUSP00000032471
Q61288	10090.ENSMUSP00000000542
Q8CBY8	10090.ENSMUSP00000025505
Q92499	9606.ENSP00000370745
Q91YR1	10090.ENSMUSP00000023087
P32969	9606.ENSP00000400467
P60605	10090.ENSMUSP00000133515
Q9C086	9606.ENSP00000233331
Q96K58	9606.ENSP00000442573
Q06210	9606.ENSP00000349860
P24369	10090.ENSMUSP00000034947
P14373	9606.ENSP00000366404
Q80TR4	10090.ENSMUSP00000025993
P48301	10090.ENSMUSP00000103431
Q9NQT4	9606.ENSP00000221233
Q5BL07	10090.ENSMUSP00000006061
Q9NZJ0	9606.ENSP00000355958
P34947	9606.ENSP00000376609
Q96T37	9606.ENSP00000358799
Q9DA19	10090.ENSMUSP00000049834
Q8BFZ9	10090.ENSMUSP00000033873
O88441	10090.ENSMUSP00000028511
P20152	10090.ENSMUSP00000028062
Q91YE6	10090.ENSMUSP00000036093
Q9UKK6	9606.ENSP00000254998
Q07079	10090.ENSMUSP00000027377
Q9JKV1	10090.ENSMUSP00000050076
Q96G23	9606.ENSP00000271688
A6H619	10090.ENSMUSP00000101648
P14576	10090.ENSMUSP00000021407
Q8R104	10090.ENSMUSP00000026559
Q9Y315	9606.ENSP00000416583
Q60611	10090.ENSMUSP00000116006
Q9BYR7	9606.ENSP00000375429
P61006	9606.ENSP00000300935
Q9CQE8	10090.ENSMUSP00000022341
Q9UKG1	9606.ENSP00000288266
Q9CQJ2	10090.ENSMUSP00000082490
Q9UFH2	9606.ENSP00000374490
P02786	9606.ENSP00000353224
Q80YY7	10090.ENSMUSP00000103038
P70379	10090.ENSMUSP00000093185
P08238	9606.ENSP00000360609
P60510	9606.ENSP00000279387
Q8C3X2	10090.ENSMUSP00000032842
Q99633	9606.ENSP00000367835
E9QAE3	10090.ENSMUSP00000097093
Q4LE39	9606.ENSP00000264183
P59048	10090.ENSMUSP00000028972
O08900	10090.ENSMUSP00000099430
B1AWL2	10090.ENSMUSP00000095677
Q13042	9606.ENSP00000353549
Q9NWU1	9606.ENSP00000280701
Q9JJK2	10090.ENSMUSP00000052146
P23441	10116.ENSRNOP00000011453
O14727	9606.ENSP00000448165
Q9D5T0	10090.ENSMUSP00000069962
P13020	10090.ENSMUSP00000028239
Q7L5Y9	9606.ENSP00000302830
P51679	9606.ENSP00000332659
P11152	10090.ENSMUSP00000015712
Q9BV79	9606.ENSP00000263702
P52503	10090.ENSMUSP00000022097
Q60862	10090.ENSMUSP00000027198
Q62282	10090.ENSMUSP00000030124
P23804	10090.ENSMUSP00000020408
A2RTX5	9606.ENSP00000338093
O14979	9606.ENSP00000483254
P97762	10090.ENSMUSP00000034763
P13796	9606.ENSP00000381581
Q99ME6	10090.ENSMUSP00000016471
P59325	10090.ENSMUSP00000126825
P63330	10090.ENSMUSP00000020608
P49138	10090.ENSMUSP00000016672
Q8VDQ1	10090.ENSMUSP00000115704
O88477	10090.ENSMUSP00000013559
Q96JM3	9606.ENSP00000354730
Q9UPU5	9606.ENSP00000294383
P62340	10090.ENSMUSP00000114223
Q9BVC6	9606.ENSP00000227525
Q9D2X5	10090.ENSMUSP00000131966
Q9CXJ4	10090.ENSMUSP00000110729
Q9CZE3	10090.ENSMUSP00000019974
Q64520	10090.ENSMUSP00000127566
Q3UVL4	10090.ENSMUSP00000123994
P19013	9606.ENSP00000448220
O15156	9606.ENSP00000406286
Q14103	9606.ENSP00000313199
Q3UM18	10090.ENSMUSP00000112860
Q99814	9606.ENSP00000263734
Q9R194	10090.ENSMUSP00000088047
Q921F4	10090.ENSMUSP00000058308
Q9CR25	10090.ENSMUSP00000030265
P70371	10090.ENSMUSP00000140744
P25205	9606.ENSP00000480987
Q8VEK3	10090.ENSMUSP00000047571
Q6VMQ6	9606.ENSP00000440440
Q15818	9606.ENSP00000307549
Q9Z150	10090.ENSMUSP00000057515
Q86UN3	9606.ENSP00000335397
P26952	10090.ENSMUSP00000088079
Q8TD90	9606.ENSP00000362457
O14867	9606.ENSP00000382805
Q8BW10	10090.ENSMUSP00000003946
Q9UBG7	9606.ENSP00000341243
O35621	10090.ENSMUSP00000023112
Q9D0P7	10090.ENSMUSP00000099689
P29595	10090.ENSMUSP00000010520
Q80TJ1	10090.ENSMUSP00000064706
Q9UHV7	9606.ENSP00000380888
Q9JKK7	10090.ENSMUSP00000096152
Q8C3Q5	10090.ENSMUSP00000064886
Q7TQK4	10090.ENSMUSP00000030003
Q71SY5	9606.ENSP00000326767
P16125	10090.ENSMUSP00000032373
Q6UXN9	9606.ENSP00000296490
P23950	10090.ENSMUSP00000021552
Q811S7	10090.ENSMUSP00000081946
O55187	10090.ENSMUSP00000026665
Q16611	9606.ENSP00000363591
P61750	10090.ENSMUSP00000022429
Q9CZH3	10090.ENSMUSP00000031531
Q61233	10090.ENSMUSP00000116271
Q8BTZ4	10090.ENSMUSP00000083393
P40855	9606.ENSP00000357051
P63073	10090.ENSMUSP00000029803
Q13242	9606.ENSP00000229390
Q9Y570	9606.ENSP00000381461
P49959	9606.ENSP00000325863
Q8IWX8	9606.ENSP00000439856
Q78IK2	10090.ENSMUSP00000093713
O75113	9606.ENSP00000262384
A2A4P0	10090.ENSMUSP00000037251
Q4G0F5	9606.ENSP00000281187
Q6P5U7	10090.ENSMUSP00000124712
P09651	9606.ENSP00000341826
P14106	10090.ENSMUSP00000040246
Q9JJW5	10090.ENSMUSP00000029761
O15550	9606.ENSP00000367203
Q9NVI1	9606.ENSP00000310842
P33992	9606.ENSP00000216122
Q6P3X3	9606.ENSP00000313953
P20918	10090.ENSMUSP00000014578
Q8TD19	9606.ENSP00000238616
Q8VE09	10090.ENSMUSP00000025294
P42566	9606.ENSP00000360798
O35615	10090.ENSMUSP00000058037
Q9BTW9	9606.ENSP00000347719
Q8VHQ4	10090.ENSMUSP00000127546
Q3UEI1	10090.ENSMUSP00000105722
Q9H061	9606.ENSP00000306887
Q00613	9606.ENSP00000431512
P43034	9606.ENSP00000380378
Q7Z3B4	9606.ENSP00000264883
Q8TAT6	9606.ENSP00000331487
Q91X72	10090.ENSMUSP00000033185
Q9Y5X1	9606.ENSP00000376024
O75477	9606.ENSP00000410964
P62273	9606.ENSP00000379339
Q9ERD7	10090.ENSMUSP00000071134
Q9Y2J4	9606.ENSP00000424765
Q8BI06	10090.ENSMUSP00000063277
Q8IUQ4	9606.ENSP00000349156
P62242	10090.ENSMUSP00000099757
P23467	9606.ENSP00000334928
O14530	9606.ENSP00000264255
Q9UBC3	9606.ENSP00000328547
Q9WVR4	10090.ENSMUSP00000018909
O08532	10090.ENSMUSP00000049457
Q9Y3D3	9606.ENSP00000362036
Q9JMG9	10090.ENSMUSP00000050684
P07237	9606.ENSP00000327801
Q8N3E9	9606.ENSP00000479636
Q6FI81	9606.ENSP00000377914
P20700	9606.ENSP00000261366
Q64727	10090.ENSMUSP00000022369
Q9UJV9	9606.ENSP00000422753
Q60996	10090.ENSMUSP00000082053
Q9CVB6	10090.ENSMUSP00000006467
Q8C0M9	10090.ENSMUSP00000051709
O15144	9606.ENSP00000295685
Q9UHB7	9606.ENSP00000265343
P12004	9606.ENSP00000368458
Q9Y247	9606.ENSP00000369627
Q8CAK1	10090.ENSMUSP00000049823
Q99549	9606.ENSP00000355388
O00308	9606.ENSP00000352069
Q9DB42	10090.ENSMUSP00000030644
P60670	10090.ENSMUSP00000099306
O08810	10090.ENSMUSP00000021306
Q5SQX6	10090.ENSMUSP00000090854
Q61425	10090.ENSMUSP00000029610
Q6DN90	9606.ENSP00000480301
P30307	9606.ENSP00000321656
O00327	9606.ENSP00000384517
Q9UQM7	9606.ENSP00000381412
Q9CPQ5	10090.ENSMUSP00000084353
Q62422	10090.ENSMUSP00000025631
Q60680	10090.ENSMUSP00000026217
Q9WUF3	10090.ENSMUSP00000029950
Q91W40	10090.ENSMUSP00000104099
Q9Z0S9	10090.ENSMUSP00000076227
O08638	10090.ENSMUSP00000087756
Q9ES64	10090.ENSMUSP00000009667
P46977	9606.ENSP00000376472
P62515	10090.ENSMUSP00000077354
P10518	10090.ENSMUSP00000030090
Q921Q7	10090.ENSMUSP00000025818
Q99NB8	10090.ENSMUSP00000008748
P08779	9606.ENSP00000301653
Q91VN6	10090.ENSMUSP00000021956
Q15648	9606.ENSP00000300651
Q96N66	9606.ENSP00000245615
Q9HBH1	9606.ENSP00000288022
P11717	9606.ENSP00000349437
Q9D0I9	10090.ENSMUSP00000018992
Q9H1X3	9606.ENSP00000320650
Q14674	9606.ENSP00000257934
Q62520	10090.ENSMUSP00000075283
Q9WUM3	10090.ENSMUSP00000008893
P54132	9606.ENSP00000347232
Q5DU25	10090.ENSMUSP00000093995
O15534	9606.ENSP00000314420
Q9H0U3	9606.ENSP00000354649
P00405	10090.ENSMUSP00000080994
Q13618	9606.ENSP00000264414
P47713	10090.ENSMUSP00000070868
Q9HC62	9606.ENSP00000296257
Q9D738	10090.ENSMUSP00000033549
Q96EY1	9606.ENSP00000262375
Q86TG7	9606.ENSP00000418944
Q921J2	10090.ENSMUSP00000030787
Q9H0B6	9606.ENSP00000399403
Q15361	9606.ENSP00000333920
Q8TAQ2	9606.ENSP00000267064
P63044	10090.ENSMUSP00000021273
Q9H0H5	9606.ENSP00000404190
Q6UW02	9606.ENSP00000348380
Q60751	10090.ENSMUSP00000005671
Q9JKX8	10090.ENSMUSP00000023070
Q9HBM6	9606.ENSP00000339917
Q9JIA1	10090.ENSMUSP00000084507
Q8BNV8	10090.ENSMUSP00000055935
E1U8D0	10090.ENSMUSP00000066556
Q80X73	10090.ENSMUSP00000104849
