From	To
Q9W086	7227.FBpp0072659
Q9VQA2	7227.FBpp0077434
Q7JW60	7227.FBpp0087331
Q9W4N9	7227.FBpp0070586
Q9VQI2	7227.FBpp0077310
Q9VAM8	7227.FBpp0084775
Q9VFF0	7227.FBpp0082459
B7Z126	7227.FBpp0288856
Q9VII3	7227.FBpp0080955
Q9V3Y4	7227.FBpp0072379
Q9W4J3	7227.FBpp0070647
Q8T0U2	7227.FBpp0086253
Q7K2V7	7227.FBpp0085509
Q9W0P8	7227.FBpp0072453
Q9VH02	7227.FBpp0081718
P40417	7227.FBpp0112426
Q9VPH0	7227.FBpp0077841
Q9VAK0	7227.FBpp0303326
Q9VBK7	7227.FBpp0084314
Q6NP60	7227.FBpp0305421
Q9VYY8	7227.FBpp0073346
A1ZBF1	7227.FBpp0271746
Q9W0M7	7227.FBpp0072494
Q9VZI3	7227.FBpp0073066
Q9VPW5	7227.FBpp0077619
Q8T8S1	7227.FBpp0086916
P50536	7227.FBpp0076635
Q9VBE2	7227.FBpp0084401
Q9VFD3	7227.FBpp0292538
Q9VT59	7227.FBpp0076095
Q7KR04	7227.FBpp0087321
Q9VGT2	7227.FBpp0300388
Q9VUM1	7227.FBpp0075395
Q9VL11	7227.FBpp0079575
Q9VRE2	7227.FBpp0076939
Q4QPW4	7227.FBpp0087103
Q8T9B6	7227.FBpp0088027
Q9VN86	7227.FBpp0078471
Q9VPU8	7227.FBpp0077694
Q9VCI5	7227.FBpp0083857
Q9VPF3	7227.FBpp0077883
Q9W0R3	7227.FBpp0297515
Q9XTN2	7227.FBpp0079677
Q9V9Z8	7227.FBpp0085137
A1Z8I5	7227.FBpp0087271
Q9VG38	7227.FBpp0082134
O18381	7227.FBpp0099810
P82713	7227.FBpp0077428
Q00526	9606.ENSP00000400088
P20348	7227.FBpp0084962
P83740	7227.FBpp0073268
Q9VWA2	7227.FBpp0074597
Q9W212	7227.FBpp0071832
Q9VA02	7227.FBpp0085117
Q9VMU0	7227.FBpp0078662
Q9VKZ0	7227.FBpp0305310
Q9VLK2	7227.FBpp0079306
Q9VP20	7227.FBpp0078038
Q8IQG0	7227.FBpp0075878
Q9VJQ4	7227.FBpp0080257
Q9V402	7227.FBpp0080312
Q9VYX8	7227.FBpp0073388
Q9VWX8	7227.FBpp0305513
Q9VYI1	7227.FBpp0073525
A8JUV3	7227.FBpp0111893
Q9W1I7	7227.FBpp0072035
Q7K4W1	7227.FBpp0086116
Q9VRS7	7227.FBpp0076749
Q9VY61	7227.FBpp0073709
Q9VX32	7227.FBpp0305817
Q9W200	7227.FBpp0071789
Q9V3A8	7227.FBpp0076352
Q8IQS4	7227.FBpp0300164
P25439	7227.FBpp0305757
Q9VVU7	7227.FBpp0301551
Q24211	7227.FBpp0290833
Q7KMS3	7227.FBpp0086076
P58962	7227.FBpp0071644
A1Z934	7227.FBpp0086993
Q9U6R9	7227.FBpp0072096
Q9V3F8	7227.FBpp0083127
Q9VZF9	7227.FBpp0073079
Q8IPA2	7227.FBpp0079860
Q9VDY9	7227.FBpp0083149
Q7K187	7227.FBpp0305171
Q9VS48	7227.FBpp0076550
P20480	7227.FBpp0084900
Q9VZA8	7227.FBpp0073179
P10180	7227.FBpp0113105
Q9VZK7	7227.FBpp0305340
P20007	7227.FBpp0085880
Q9VL41	7227.FBpp0079559
Q9VYB0	7227.FBpp0073637
Q9VVW2	7227.FBpp0074804
Q7K126	7227.FBpp0304299
Q9W2D5	7227.FBpp0071592
Q9VGG0	7227.FBpp0081985
Q9VC61	7227.FBpp0110092
Q9VWC4	7227.FBpp0074566
Q9W255	7227.FBpp0071754
Q9VQ66	7227.FBpp0077493
Q7KTJ2	7227.FBpp0079215
Q9VM69	7227.FBpp0078997
A1ZAI3	7227.FBpp0271896
Q9W351	7227.FBpp0071254
Q9VVY3	7227.FBpp0304465
Q9VE52	7227.FBpp0083075
P27779	7227.FBpp0078062
P51123	7227.FBpp0293442
M9NDE3	7227.FBpp0297894
Q9VEC3	7227.FBpp0082979
Q9VB17	7227.FBpp0084569
P25172	7227.FBpp0289616
Q9VDE2	7227.FBpp0306058
Q7K4Y8	7227.FBpp0088148
Q9VA79	7227.FBpp0084991
Q8IP73	7227.FBpp0080046
A1Z8U7	7227.FBpp0099493
Q7KN74	7227.FBpp0085344
Q9VSR7	7227.FBpp0076287
Q9VRB7	7227.FBpp0076985
Q9W3S4	7227.FBpp0303739
Q27597	7227.FBpp0078880
Q9V9V8	7227.FBpp0085180
Q9VB49	7227.FBpp0297118
Q9V9N9	7227.FBpp0304047
Q9W3N0	7227.FBpp0071048
Q9VXL5	7227.FBpp0073935
Q9W5D6	7227.FBpp0070130
Q9W5X1	7227.FBpp0070005
Q9VP87	7227.FBpp0077945
Q9VS00	7227.FBpp0076646
Q06453	7227.FBpp0077713
P52029	7227.FBpp0087760
Q7K1Z5	7227.FBpp0086402
P42280	7227.FBpp0087260
Q9VCR6	7227.FBpp0083749
Q9VAD6	7227.FBpp0084875
Q9VWY8	7227.FBpp0074287
Q9VEA3	7227.FBpp0082993
O76902	7227.FBpp0070249
Q9VVS4	7227.FBpp0074821
Q9V3E7	7227.FBpp0081156
Q9W205	7227.FBpp0290588
Q9W0F0	7227.FBpp0072579
Q9W0S9	7227.FBpp0072420
O76894	7227.FBpp0070274
P55035	7227.FBpp0078024
Q9VKI0	7227.FBpp0304511
Q9VZI9	7227.FBpp0073135
Q9Y0Y5	7227.FBpp0078891
F9VMG5	7227.FBpp0292500
Q9VVR2	7227.FBpp0074874
Q9VRV4	7227.FBpp0076725
Q9V568	7227.FBpp0087587
Q9VA53	7227.FBpp0291761
O96553	7227.FBpp0081741
Q9W281	7227.FBpp0071681
Q7K3V6	7227.FBpp0088054
Q9V3P9	7227.FBpp0080206
A1ZAJ4	7227.FBpp0293861
Q9VXP1	7227.FBpp0073970
A1Z917	7227.FBpp0087050
Q7JXB9	7227.FBpp0087120
Q9Y618	9606.ENSP00000384018
Q9VJE5	7227.FBpp0080529
Q9VY68	7227.FBpp0073685
A1ZAP0	7227.FBpp0086127
Q8MSB3	7227.FBpp0088034
Q9VHA8	7227.FBpp0081552
Q9Y1B2	7227.FBpp0087566
O00631	9606.ENSP00000435380
Q9VPH7	7227.FBpp0304202
O76899	7227.FBpp0070245
P91641	7227.FBpp0079166
A1ZAW3	7227.FBpp0086058
Q9VNZ0	7227.FBpp0078109
Q4V6H2	7227.FBpp0085780
Q9VF53	7227.FBpp0082608
Q9V3I1	7227.FBpp0079746
Q9VCJ5	7227.FBpp0112259
Q9VBH3	7227.FBpp0289845
Q9W423	7227.FBpp0070899
Q9W4B6	7227.FBpp0070746
Q4QQ29	7227.FBpp0085667
Q7PLB8	7227.FBpp0297101
A1Z705	7227.FBpp0087978
Q0E8W6	7227.FBpp0072210
Q9VI75	7227.FBpp0291394
Q9VYU5	7227.FBpp0073402
A1ZB14	7227.FBpp0085981
Q9VAC4	7227.FBpp0084971
Q8MZC4	7227.FBpp0084303
A1ZAH3	7227.FBpp0086244
Q09024	7227.FBpp0073106
Q9VGY2	7227.FBpp0081795
Q9GQF1	7227.FBpp0076483
Q9VZ18	7227.FBpp0073323
Q9W1V2	7227.FBpp0302027
P29775	7227.FBpp0084594
Q6XIL7	7245.FBpp0255258
Q9VIK1	7227.FBpp0080923
Q9VCA8	7227.FBpp0293580
Q8MLW7	7227.FBpp0301746
Q9VFB7	7227.FBpp0082592
Q9VMN4	7227.FBpp0292075
Q9U405	7227.FBpp0071477
Q9VKR2	7227.FBpp0079699
Q9VVM7	7227.FBpp0074910
Q9UID3	9606.ENSP00000279281
Q9VEP0	7227.FBpp0082869
P23572	7227.FBpp0079641
Q9VJZ6	7227.FBpp0080044
Q9VKD6	7227.FBpp0079869
Q9W2Q7	7227.FBpp0112280
Q7K0D8	7227.FBpp0087861
Q9VQA6	7227.FBpp0303868
Q9VEA2	7227.FBpp0083022
Q95RB1	7227.FBpp0078624
Q9V3R1	7227.FBpp0080607
Q7K105	7227.FBpp0305215
Q9W0K0	7227.FBpp0072523
Q9VU92	7227.FBpp0297622
Q9VY42	7227.FBpp0073725
Q9VMM2	7227.FBpp0297739
Q9W0I7	7227.FBpp0072615
Q9VFP9	7227.FBpp0082342
Q9VZ77	7227.FBpp0288420
Q9I7X6	7227.FBpp0070305
P07666	7227.FBpp0084923
Q8IGV3	7227.FBpp0078338
Q9VCC6	7227.FBpp0083935
Q9VRN5	7227.FBpp0076798
O35253	10090.ENSMUSP00000026999
Q9VHJ3	7227.FBpp0081490
Q9VKB0	7227.FBpp0079914
Q9VDE5	7227.FBpp0083415
Q9VHN8	7227.FBpp0081369
Q23972	7227.FBpp0288542
Q0E938	7227.FBpp0086046
P34021	7227.FBpp0291631
Q9VS37	7227.FBpp0305561
Q9VKG6	7227.FBpp0099880
Q9VT94	7227.FBpp0076010
Q5U179	7227.FBpp0304309
P02516	7227.FBpp0301282
Q9VCE6	7227.FBpp0083917
Q8MZ67	7227.FBpp0304649
P48598	7227.FBpp0076215
Q9W1U7	7227.FBpp0071889
Q9VDU1	7227.FBpp0083204
P29503	7227.FBpp0081481
Q9VA69	7227.FBpp0085012
E1JH75	7227.FBpp0290076
Q9V9Y0	7227.FBpp0085146
Q9VHM4	7227.FBpp0081429
Q9W1Y1	7227.FBpp0071818
Q24318	7227.FBpp0086853
Q24307	7227.FBpp0086432
Q95RV2	7227.FBpp0083943
Q7YZH1	7227.FBpp0072431
Q9VNC9	7227.FBpp0078408
Q9VLB3	7227.FBpp0079423
O18680	7227.FBpp0072060
Q7JVN6	7227.FBpp0078291
Q7KT77	7227.FBpp0080259
Q9VVL7	7227.FBpp0074906
Q9W174	7227.FBpp0072264
Q9VPX2	7227.FBpp0077623
Q9VTN0	7227.FBpp0075849
P13677	7227.FBpp0086196
Q9VPI6	7227.FBpp0077760
P28159	7227.FBpp0080261
Q96S15	9606.ENSP00000293883
Q9VYG2	7227.FBpp0073572
Q0E940	7227.FBpp0086098
Q9VV79	7227.FBpp0075122
Q7KNF1	7227.FBpp0087926
Q9VCI9	7227.FBpp0083838
Q9VCY3	7227.FBpp0083658
Q9VH48	7227.FBpp0305840
Q9VUI0	7227.FBpp0075447
Q9VJ37	7227.FBpp0080661
A1Z8V8	7227.FBpp0292049
Q7KTS4	7227.FBpp0078414
Q5VIR6	9606.ENSP00000401435
P49657	7227.FBpp0289737
Q9VSM7	7227.FBpp0076363
A1ZBT2	7227.FBpp0290427
Q9XZL8	7227.FBpp0082709
Q24253	7227.FBpp0074558
Q9VRT8	7227.FBpp0076757
Q9VW68	7227.FBpp0291259
Q9VJ72	7227.FBpp0080628
Q9VSB9	7227.FBpp0076485
Q9VVC3	7227.FBpp0112089
Q9V668	7227.FBpp0087119
P49869	7227.FBpp0080927
Q9VHB4	7227.FBpp0081549
Q9VSN9	7227.FBpp0306023
P49770	9606.ENSP00000266126
P26016	7227.FBpp0089026
Q8IPJ5	7227.FBpp0078953
O96880	7227.FBpp0075839
Q9W127	7227.FBpp0072230
Q9VN55	7227.FBpp0078508
Q9VGG6	7227.FBpp0081988
Q9W526	7227.FBpp0070418
Q9VSY0	7227.FBpp0076183
Q7K4B3	7227.FBpp0087307
Q9VJX7	7227.FBpp0080095
Q6II68	7227.FBpp0111442
Q8SYK5	7227.FBpp0077426
Q9VB53	7227.FBpp0084527
Q6IHY4	7227.FBpp0111280
A0A126GUP6	7227.FBpp0290158
M9PFK3	7227.FBpp0302980
Q8T0T9	7227.FBpp0072644
P29613	7227.FBpp0084948
Q9VKH9	7227.FBpp0079795
Q8SZ16	7227.FBpp0082759
Q23973	7227.FBpp0076340
Q9GYV5	7227.FBpp0296952
Q9VLR8	7227.FBpp0079253
P29993	7227.FBpp0078336
P29413	7227.FBpp0081581
Q9VT25	7227.FBpp0076118
Q9NKV0	7227.FBpp0089346
Q7JUZ9	7227.FBpp0088057
Q24388	7227.FBpp0088363
Q9W3F7	7227.FBpp0071189
Q94514	7227.FBpp0081947
Q9W509	7227.FBpp0070377
Q9VZV9	7227.FBpp0072857
Q9VY83	7227.FBpp0073667
Q9VZ90	7227.FBpp0073220
P53997	7227.FBpp0082521
Q9VIE6	7227.FBpp0081004
Q9VRZ7	7227.FBpp0076648
Q9VAY8	7227.FBpp0084640
A1ZBN5	7227.FBpp0290053
Q9VNB0	7227.FBpp0100150
Q9W2H9	7227.FBpp0071541
Q9VK85	7227.FBpp0305302
Q9V397	7227.FBpp0079454
Q960T2	7227.FBpp0082658
Q9VW59	7227.FBpp0074665
Q9Y122	7227.FBpp0082359
Q9W4E6	7227.FBpp0070709
Q9VY21	7227.FBpp0073752
Q9V9M7	7227.FBpp0303728
P54733	7227.FBpp0294012
Q9VJ31	7227.FBpp0080731
Q9VXT3	7227.FBpp0088643
Q9VV29	7227.FBpp0075190
Q95SH7	7227.FBpp0072944
Q0KHW3	7227.FBpp0298009
Q9VNJ0	7227.FBpp0078287
Q7JVP2	7227.FBpp0074512
P05552	7227.FBpp0303283
Q9W502	7227.FBpp0070399
Q9V3V6	7227.FBpp0083843
Q9VAQ0	7227.FBpp0084786
Q9VWG6	7227.FBpp0074498
Q9VT16	7227.FBpp0076109
Q9VPF1	7227.FBpp0077882
Q08605	7227.FBpp0305260
Q9VL28	7227.FBpp0079550
O76513	7227.FBpp0078093
Q9VVG9	7227.FBpp0074980
O97159	7227.FBpp0099808
Q9VKY1	7227.FBpp0079592
Q9W2X7	7227.FBpp0305119
Q9VEG6	7227.FBpp0082932
Q9VGW1	7227.FBpp0293207
A1Z9A2	7227.FBpp0086877
Q24106	7227.FBpp0074899
Q9VKF0	7227.FBpp0305616
Q7JYK2	7227.FBpp0088001
Q8IPE7	7227.FBpp0079452
Q9W1E4	7227.FBpp0072113
Q9VXG6	7227.FBpp0074048
Q8INU9	7227.FBpp0080914
Q9VCX4	7227.FBpp0083663
Q9VUB0	7227.FBpp0305238
Q9VKC6	7227.FBpp0079891
Q9VVQ2	7227.FBpp0074868
Q7K0X9	7227.FBpp0078007
Q9VS57	7227.FBpp0076558
O97062	7227.FBpp0081192
Q8IRR5	7227.FBpp0070817
Q9VI32	7227.FBpp0081203
Q9VV99	7227.FBpp0075105
Q7K2N3	7227.FBpp0083296
Q9W1L8	7227.FBpp0113033
Q9VUY0	7227.FBpp0075252
Q9VUQ8	7227.FBpp0297285
P29681	7227.FBpp0073000
Q9BMG9	7227.FBpp0082894
M9PEN8	7227.FBpp0303840
Q9VYT8	7227.FBpp0305230
Q9W5E2	7227.FBpp0070116
Q9Y137	7227.FBpp0084618
Q9VJ33	7227.FBpp0080733
Q9W508	7227.FBpp0070407
Q9VEA0	7227.FBpp0083021
O02195	7227.FBpp0078689
Q9VC63	7227.FBpp0088845
A1ZB15	7227.FBpp0289452
A8JNL9	7227.FBpp0112062
Q9VSE8	7227.FBpp0076413
Q7JW66	7227.FBpp0087483
Q9VQX0	7227.FBpp0077157
Q9W3H0	7227.FBpp0071118
Q9VND4	7227.FBpp0078403
A0A0B4K6N2	7227.FBpp0293409
Q9VNG6	7227.FBpp0078376
P22058	7227.FBpp0081467
Q8T8T9	7227.FBpp0079567
Q9VNT6	7227.FBpp0078165
Q7K5M6	7227.FBpp0086065
Q7KTW5	7227.FBpp0296988
Q9VZR2	7227.FBpp0072926
Q9VLG3	7227.FBpp0304496
Q9VYW3	7227.FBpp0073380
Q9VIP2	7227.FBpp0304005
Q9VCM0	7227.FBpp0271713
Q9W484	7227.FBpp0304672
P15348	7227.FBpp0304598
Q8T390	7227.FBpp0083112
Q24133	7227.FBpp0076829
Q9VT53	7227.FBpp0076101
Q9VV71	7227.FBpp0075150
A0A0B4K7S6	7227.FBpp0293452
A1Z7X3	7227.FBpp0087618
Q9VYP5	7227.FBpp0290140
Q9VLI4	7227.FBpp0292871
Q9V3N2	7227.FBpp0089408
Q24186	7227.FBpp0074180
P18168	7227.FBpp0084498
O76906	7227.FBpp0070472
Q9VNC1	7227.FBpp0078415
Q9W1I8	7227.FBpp0072145
Q6NN22	7227.FBpp0111545
Q7K4J7	7227.FBpp0088020
Q7JW00	7227.FBpp0087484
Q9VQD7	7227.FBpp0271901
Q9VMJ7	7227.FBpp0297914
Q9VDZ2	7227.FBpp0083148
Q9VJY6	7227.FBpp0080102
Q9VSY4	7227.FBpp0076209
P09957	7227.FBpp0070070
Q9VQX8	7227.FBpp0077160
Q9VT65	7227.FBpp0076072
Q9V415	7227.FBpp0302807
Q8SX83	7227.FBpp0077781
Q9V3Y7	7227.FBpp0080177
P54362	7227.FBpp0073673
A1ZAT5	7227.FBpp0086110
Q9VNY2	7227.FBpp0078104
Q9VXC8	7227.FBpp0074137
Q9VLY7	7227.FBpp0079101
A1Z8C0	7227.FBpp0087317
Q9VVI2	7227.FBpp0074970
Q7PLK0	7227.FBpp0289159
Q9VE02	7227.FBpp0083143
Q9VPK5	7227.FBpp0291141
Q9VR21	7227.FBpp0077111
Q9VGE2	7227.FBpp0082011
P18106	7227.FBpp0081530
Q9VY49	7227.FBpp0073743
Q8IR14	7227.FBpp0074051
Q9VJQ0	7227.FBpp0294010
Q7K1H0	7227.FBpp0076007
P16378	7227.FBpp0087359
Q9VST1	7227.FBpp0076275
Q9VIQ5	7227.FBpp0304491
Q9V3N8	7227.FBpp0292594
Q9VYG7	7227.FBpp0073555
Q9W1P7	7227.FBpp0071929
Q8MSC4	7227.FBpp0082428
Q9Z0P7	10090.ENSMUSP00000107498
P28340	9606.ENSP00000406046
Q9VNI9	7227.FBpp0078315
Q9VH24	7227.FBpp0112320
A1ZAI5	7227.FBpp0086254
Q02280	7227.FBpp0110308
Q7JYZ0	7227.FBpp0086191
Q9V3K3	7227.FBpp0074756
Q9VVP2	7227.FBpp0301841
Q7KN62	7227.FBpp0111818
Q8MSQ4	7227.FBpp0083099
Q7JWH6	7227.FBpp0301735
Q9VQV6	7227.FBpp0077190
Q9W5B9	7227.FBpp0070177
Q9VTP5	7227.FBpp0075767
Q9VY62	7227.FBpp0073708
Q9W2D9	7227.FBpp0071587
Q9VB05	7227.FBpp0084610
Q9VC70	7227.FBpp0084025
Q9VRG8	7227.FBpp0076891
Q7KK97	7227.FBpp0087855
Q9VKL8	7227.FBpp0112229
Q9VTC1	7227.FBpp0076003
Q8SY52	7227.FBpp0084085
Q9VV10	7227.FBpp0075219
Q9VF77	7227.FBpp0082549
Q9VYJ6	7227.FBpp0073520
Q7K1I4	7227.FBpp0085503
Q9V676	7227.FBpp0087101
Q8SX38	7227.FBpp0087183
Q9VIQ8	7227.FBpp0080836
Q9VG92	7227.FBpp0082047
Q9VBX3	7227.FBpp0084150
Q9VT00	7227.FBpp0076196
Q9VZW3	7227.FBpp0072876
P39736	7227.FBpp0305943
Q9VD23	7227.FBpp0083612
Q9W0A0	7227.FBpp0306204
Q9VU76	7227.FBpp0075586
Q9VEQ6	7227.FBpp0082809
P60953	9606.ENSP00000383118
Q9VAJ0	7227.FBpp0084830
Q9V9Z3	7227.FBpp0085131
Q9VVH0	7227.FBpp0074988
Q60838	10090.ENSMUSP00000019362
Q9W3P2	7227.FBpp0071043
Q9VF14	7227.FBpp0082654
Q8MMD0	7227.FBpp0304283
Q9VGU6	7227.FBpp0081807
P42271	7227.FBpp0304827
A1ZAG7	7227.FBpp0086273
Q95RV3	7227.FBpp0086073
Q9VG03	7227.FBpp0082166
P54359	7227.FBpp0083352
Q6NR46	7227.FBpp0086842
A1ZAZ7	7227.FBpp0088525
Q8SXQ1	7227.FBpp0074784
Q8MRM0	7227.FBpp0073609
Q9VQS4	7227.FBpp0290805
A1Z8H7	7227.FBpp0291858
Q9VZU1	7227.FBpp0303025
Q8T913	7227.FBpp0081681
Q9VU79	7227.FBpp0291650
Q8SX44	7227.FBpp0099839
Q8T498	7227.FBpp0291973
Q9VIM5	7227.FBpp0080890
Q7KSA0	7227.FBpp0083366
Q9VFV0	7227.FBpp0082252
Q02637	7227.FBpp0072179
Q9Y128	7227.FBpp0076440
