From	To
P40499	4932.YIL090W
P40064	4932.YER105C
Q03048	4932.YLL050C
Q03330	4932.YGR252W
P40038	4932.YER059W
Q8N0S2	9606.ENSP00000341282
Q06160	4932.YLR313C
Q08904	4932.YOR380W
Q12104	4932.YOR166C
Q12091	4932.YPL170W
P40565	4932.YIR005W
P37012	4932.YMR105C
P09467	9606.ENSP00000408025
P38215	4932.YBR013C
P22213	4932.YDR189W
P32567	4932.YMR165C
P38195	4932.YBL043W
P23594	4932.YDL134C
P38227	4932.YBR043C
P32380	4932.YDR356W
Q12522	4932.YPR016C
P11632	4932.YPR052C
P40007	4932.YER002W
P04911	4932.YDR225W
Q06665	4932.YDR314C
Q12339	4932.YOR004W
Q03834	4932.YDR097C
P53117	4932.YGL146C
P50085	4932.YGR231C
P47158	4932.YJR122W
P40515	4932.YIL065C
P38211	4932.YBR004C
P13382	4932.YNL102W
Q12189	4932.YOR095C
Q9P305	4932.YHR132W-A
Q08647	4932.YOR243C
P43358	9606.ENSP00000353379
P04037	4932.YGL187C
Q06489	4932.YPR118W
P25515	4932.YEL027W
P46679	4932.YMR053C
P32578	4932.YDR422C
Q01802	4932.YKL106W
P53072	4932.YGL232W
Q00246	4932.YKR055W
P53734	4932.YNR038W
Q9H1A4	9606.ENSP00000339109
Q01454	4932.YPR135W
Q05567	4932.YDR294C
P36017	4932.YOR089C
Q08811	4932.YOR345C
P53879	4932.YNL180C
P37261	4932.YCL026C-A
P35271	4932.YDR450W
Q969L2	9606.ENSP00000479708
P39714	4932.YAL060W
Q02555	4932.YMR239C
P46682	4932.YGR261C
Q99325	4932.YOR152C
P40465	4932.YIL132C
P38709	4932.YHL012W
P38041	4932.YBL085W
P38711	4932.YHR021C
P40994	4932.YOR094W
P62333	9606.ENSP00000401802
Q04080	4932.YDR434W
Q08777	4932.YOR306C
P43572	4932.YFL024C
P34760	4932.YML028W
P20434	4932.YBR154C
Q08741	4932.YOR282W
Q12051	4932.YPL069C
P41057	4932.YLR388W
Q12049	4932.YPR045C
P14317	9606.ENSP00000320176
P23293	4932.YPR161C
O13555	4932.YLR331C
Q08968	4932.YPL222W
P19657	4932.YPL036W
Q04179	4932.YDR400W
P0CG63	4932.YLL039C
Q7LHG5	4932.YIL082W-A
P38615	4932.YMR139W
Q05871	4932.YLR284C
P53882	4932.YNL176C
P32316	4932.YBL015W
P25554	4932.YCL010C
P39006	4932.YNL169C
Q12102	4932.YLR115W
P0C5E0	4932.YDR193W
P54113	4932.YLR028C
P28006	4932.YOR178C
Q00711	4932.YKL148C
P53085	4932.YGL217C
Q99271	4932.YLR138W
P53872	4932.YNL190W
P43604	4932.YFR026C
P04387	4932.YML051W
P33411	4932.YGR006W
P47167	4932.YJR135C
P23642	4932.YML115C
P46945	4932.YGL176C
P53197	4932.YGL003C
Q12163	4932.YDR162C
Q04213	4932.YMR044W
P32327	4932.YBR218C
Q02887	4932.YPL100W
Q05518	4932.YDR348C
Q00816	4932.YDR028C
P20485	4932.YLR133W
Q8N6Y0	9606.ENSP00000252597
P53167	4932.YGL063W
P25638	4932.YCR060W
P33330	4932.YOR184W
P38920	4932.YMR167W
P47029	4932.YJL084C
P53718	4932.YNR009W
Q08681	4932.YOR248W
O75150	9606.ENSP00000325677
P40053	4932.YER080W
O75936	9606.ENSP00000263182
P32342	4932.YKL122C
P21242	4932.YOR362C
P21243	4932.YGL011C
P53011	4932.YGL100W
P48564	4932.YNL295W
P38757	4932.YHR004C
Q9NTM9	9606.ENSP00000359507
P40302	4932.YMR314W
P38182	4932.YBL078C
P24276	4932.YDR293C
P43537	4932.YFL067W
Q12529	4932.YPL165C
P0C0X0	4932.YLR264W
P29703	4932.YKL019W
P00445	4932.YJR104C
Q04902	4932.YMR322C
Q04183	4932.YDR407C
P34234	4932.YKL183W
P38087	4932.YBR104W
P46963	4932.YML112W
Q07505	4932.YDL086W
P53744	4932.YNR056C
Q12034	4932.YDR515W
P36149	4932.YKR068C
P29311	4932.YER177W
P0CY11	4932.YCR097W
P41895	4932.YGR186W
P22354	4932.YKR085C
Q9ZZX1	4932.Q0070
Q03406	4932.YDR489W
P17649	4932.YGR019W
Q03429	4932.YDR493W
P53720	4932.YNR015W
P51402	4932.YDR500C
Q05775	4932.YLR192C
Q03144	4932.YMR095C
P49247	9606.ENSP00000283646
Q03702	4932.YKL011C
Q05166	4932.YDL088C
P32356	4932.YDR001C
P47165	4932.YJR133W
P53940	4932.YNL077W
P53163	4932.YGL068W
Q06466	4932.YPR157W
P02381	4932.Q0140
Q03673	4932.YMR003W
Q04749	4932.YMR068W
P10823	4932.YER020W
P38138	4932.YBR229C
Q08960	4932.YPL207W
P04451	4932.YBL087C
P32388	4932.YKL167C
Q03178	4932.YKL164C
Q12358	4932.YLL057C
P53086	4932.YGL216W
P12753	4932.YNL250W
Q02753	4932.YBR191W
P20486	4932.YBR135W
Q12275	4932.YOR093C
P19658	4932.YJL085W
P32598	4932.YER133W
P38844	4932.YHR143W
P38912	4932.YMR260C
P0CS90	4932.YJR045C
P22133	4932.YOL126C
O13559	4932.YLR466W
P53091	4932.YGL201C
P38329	4932.YBR235W
Q08729	4932.YOR264W
P08019	4932.YIL099W
Q07418	4932.YDL065C
Q12367	4932.YLR137W
P39998	4932.YEL015W
P53267	4932.YGR113W
P41697	4932.YLR319C
P49687	4932.YGL092W
P39004	4932.YDR342C
P25555	4932.YCL011C
P32340	4932.YML120C
P38523	4932.YOR232W
P0CX37	4932.YBR181C
Q06705	4932.YLR380W
P47052	4932.YJL045W
Q06631	4932.YDR299W
Q12296	4932.YOL060C
Q00776	4932.YPL259C
P47977	4932.YLR136C
P50091	4932.YGR239C
Q14566	9606.ENSP00000264156
P38189	4932.YBL062W
P25655	4932.YCR093W
Q04562	4932.YDR107C
Q12160	4932.YPR063C
P40560	4932.YIL001W
Q12239	4932.YOL107W
Q02939	4932.YPL122C
P20591	9606.ENSP00000381601
Q12127	4932.YLR110C
Q08193	4932.YOL030W
P06844	4932.YDR392W
P53043	4932.YGR123C
P19882	4932.YLR259C
O43639	9606.ENSP00000233154
P53311	4932.YGR243W
P35727	4932.YKL061W
P28795	4932.YDR329C
Q08601	4932.YOR197W
Q12050	4932.YOR144C
P53923	4932.YNL119W
P27999	4932.YGL070C
P47130	4932.YJR084W
P53841	4932.YNL269W
P06843	4932.YER161C
P32524	4932.YJL203W
Q04894	4932.YMR318C
P53201	4932.YGR002C
Q07748	4932.YDL244W
P53166	4932.YGL064C
P53743	4932.YNR054C
P25568	4932.YCL038C
P32448	4932.YDL197C
P32468	4932.YHR107C
Q99258	4932.YDR487C
P53129	4932.YGL124C
P47108	4932.YJR041C
P0CE68	4932.YKR103W
P38704	4932.YHR006W
P33324	4932.YKL091C
P40368	4932.YJL061W
P38315	4932.YBR216C
P38894	4932.YHR211W
Q9NXK8	9606.ENSP00000247977
P07271	4932.YML061C
Q969J2	9606.ENSP00000366509
P53909	4932.YNL141W
Q06152	4932.YLR271W
P14065	4932.YOR120W
P32469	4932.YLR172C
P53258	4932.YGR100W
P28789	4932.YDL205C
P53238	4932.YGR058W
P35196	4932.YBR002C
P38238	4932.YBR061C
P32480	4932.YOR038C
Q12193	4932.YBR012W-B
Q00772	4932.YHR030C
P01120	4932.YNL098C
P08018	4932.YJL128C
P32805	4932.YGL254W
P53156	4932.YGL081W
P38061	4932.YBL092W
P53861	4932.YNL230C
P40348	4932.YJR068W
Q04212	4932.YMR041C
P40970	4932.YDR062W
Q12389	4932.YDL031W
P48524	4932.YMR275C
P25356	4932.YCR032W
P36040	4932.YKL206C
P40962	4932.YOR077W
Q96D09	9606.ENSP00000437872
Q07454	4932.YDL073W
P21705	4932.YNL314W
P39683	4932.YOR209C
P14922	4932.YBR112C
Q12215	4932.YOL105C
P27895	4932.YEL061C
P38328	4932.YBR234C
P38114	4932.YBR150C
Q12246	4932.YOR171C
P28627	4932.YMR150C
P24000	4932.YGR148C
Q07878	4932.YLL040C
P31116	4932.YJR139C
P09201	4932.YLR377C
P39000	4932.YER096W
P47150	4932.YJR113C
Q04182	4932.YDR406W
P43355	9606.ENSP00000349085
O13557	4932.YLR463C
P38623	4932.YLR248W
P53893	4932.YNL163C
Q07684	4932.YDL233W
P43356	9606.ENSP00000333487
Q05955	4932.YLR227C
Q06817	4932.YPR081C
P54838	4932.YML070W
P38348	4932.YBR272C
Q06058	4932.YLR404W
P04385	4932.YBR020W
P25579	4932.YCL051W
P53604	4932.YNR049C
P43588	4932.YFR004W
Q04004	4932.YDR183W
Q04477	4932.YMR117C
Q9NR46	9606.ENSP00000361634
P39704	4932.YAL007C
Q05905	4932.YLR301W
P21268	4932.YJL157C
P17157	4932.YPL031C
P40486	4932.YIL104C
P03873	4932.Q0110
Q05022	4932.YMR229C
P18851	4932.YOR212W
Q12743	4932.YDR411C
P48566	4932.YNL293W
Q06595	4932.YPR196W
P46677	4932.YGR274C
Q12033	4932.YOR275C
P22216	4932.YPL153C
P38763	4932.YHR022C
Q12350	4932.YPR061C
P06105	4932.YJL080C
P38140	4932.YBR239C
P17119	4932.YPR141C
P53885	4932.YNL173C
P32387	4932.YDR405W
Q12436	4932.YLR130C
P19414	4932.YLR304C
P10961	4932.YGL073W
Q03290	4932.YDR460W
P38818	4932.YHR109W
P31383	4932.YAL016W
P38073	4932.YBR033W
O43379	9606.ENSP00000384792
Q03051	4932.YDR543C
Q06682	4932.YDR330W
P39521	4932.YPR104C
P33304	4932.YDR085C
P46943	4932.YLR289W
P40077	4932.YER124C
Q96S82	9606.ENSP00000457703
Q12035	4932.YLR051C
Q02209	4932.YKR011C
P35723	4932.YKL065C
P52910	4932.YLR153C
Q04934	4932.YDR229W
Q12380	4932.YPL149W
Q07786	4932.YDL246C
P04050	4932.YDL140C
P32913	4932.YOR132W
P13586	4932.YGL167C
P13663	4932.YDR158W
Q03012	4932.YPL138C
P36024	4932.YKR072C
P38224	4932.YBR040W
P36526	4932.YBR282W
P25846	4932.YHR120W
Q12468	4932.YDL216C
P36013	4932.YKL029C
P25333	4932.YCR008W
P84040	7227.FBpp0082421
Q03661	4932.YMR219W
P33416	4932.YDR258C
P43555	4932.YFL048C
P25608	4932.YCR102C
P09959	4932.YLR182W
P38839	4932.YHR136C
Q9UNE7	9606.ENSP00000219548
P38326	4932.YBR231C
P14772	4932.YLL015W
Q00582	4932.YML121W
Q03067	4932.YPL047W
P53150	4932.YGL090W
Q03652	4932.YMR211W
P46950	4932.YGR197C
P36106	4932.YKL005C
P38625	4932.YMR217W
Q03264	4932.YMR285C
P19474	9606.ENSP00000254436
P53079	4932.YGL223C
P20049	4932.YBR166C
P53742	4932.YNR053C
Q06449	4932.YPR154W
P53047	4932.YGR213C
P53046	4932.YGR070W
P53345	4932.YGR296W
Q12198	4932.YLL058W
P40487	4932.YIL103W
Q06407	4932.YDR379W
A0A023PZH5	4932.YMR290W-A
P40449	4932.YIL161W
P38858	4932.YHR163W
P38217	4932.YBR017C
P53097	4932.YGL193C
Q12748	4932.YLR381W
P38237	4932.YBR058C
P38210	4932.YBL006C
O95376	9606.ENSP00000348769
Q03308	4932.YPL045W
O75506	9606.ENSP00000392896
Q99321	4932.YOR163W
P47771	4932.YMR170C
Q12386	4932.YOR141C
Q02206	4932.YKR008W
P14906	4932.YOR254C
A5Z2X5	4932.YPR010C-A
P07249	4932.YMR042W
P39994	4932.YEL020C
P53848	4932.YNL256W
Q04438	4932.YMR107W
P53244	4932.YGR068C
P53822	4932.YNL336W
Q12154	4932.YDL100C
Q12166	4932.YOR108W
P53314	4932.YGR247W
P40416	4932.YMR301C
P40096	4932.YER159C
P47032	4932.YJL079C
P34221	4932.YBL056W
P04147	4932.YER165W
P48743	4932.YLR176C
P07702	4932.YBR115C
P25340	4932.YGL012W
P38330	4932.YBR238C
P36118	4932.YKR022C
P40350	4932.YPL227C
Q06337	4932.YDR359C
P05737	4932.YGL076C
P81449	4932.YDR322C-A
P25639	4932.YCR061W
P11745	4932.YMR235C
Q08649	4932.YOR244W
Q3E7Y5	4932.YBL111C
Q01519	4932.YLR038C
P33400	4932.YHL027W
P43611	4932.YFR039C
P25648	4932.YCR081W
P41815	4932.YDR046C
P39515	4932.YJL143W
P53538	4932.YNL222W
Q12144	4932.YLR064W
P36139	4932.YKR046C
P32378	4932.YNR041C
Q12207	4932.YPR149W
P12612	4932.YDR212W
P40552	4932.YIL011W
O14641	9606.ENSP00000005340
P53969	4932.YNL026W
P40564	4932.YIR004W
Q03180	4932.YKL163W
P39705	4932.YAR002W
P07900	9606.ENSP00000335153
P53921	4932.YNL122C
P36022	4932.YKR054C
P36153	4932.YKR073C
P50861	4932.YOL143C
P36048	4932.YKL173W
P40092	4932.YER150W
P40015	4932.YER019W
Q03455	4932.YDR205W
P39727	4932.YAL042W
P32657	4932.YER164W
P47061	4932.YJL029C
Q3E841	4932.YNR034W-A
Q12331	4932.YDR262W
Q5TD97	9606.ENSP00000326022
P53819	4932.YNL339C
P36130	4932.YKR036C
Q12396	4932.YLR080W
Q08299	4932.YOL158C
Q38879	3702.AT5G39950.1
Q12321	4932.YPR070W
Q12525	4932.YLL062C
P12868	4932.YMR231W
P05750	4932.YNL178W
P56508	4932.YDR525W-A
P48559	4932.YNL304W
P39742	4932.YLR292C
P32343	4932.YKL124W
Q12147	4932.YDL026W
P32353	4932.YLR056W
P38803	4932.YHR085W
P38283	4932.YBR156C
P45819	4932.YGL170C
Q12378	4932.YDR066C
Q04264	4932.YMR076C
P26784	4932.YIL133C
Q06208	4932.YLR453C
P32607	4932.YOL067C
P53949	4932.YNL056W
Q13829	9606.ENSP00000226225
P38890	4932.YHR207C
Q07872	4932.YLL038C
P41896	4932.YGR005C
P38830	4932.YHR124W
P11484	4932.YDL229W
P46676	4932.YDR310C
P40450	4932.YIL159W
P47047	4932.YJL050W
P17121	4932.YDR389W
P43607	4932.YFR032C
Q12510	4932.YDL156W
Q96PU8	9606.ENSP00000355094
P33300	4932.YPL057C
Q9H190	9606.ENSP00000371233
P53946	4932.YNL059C
P09937	4932.YOR313C
P53849	4932.YNL255C
P53964	4932.YNL033W
Q05648	4932.YDR282C
P40060	4932.YER092W
P23748	4932.YMR036C
P53970	4932.YNL024C
P43589	4932.YFR005C
P40578	4932.YIR033W
Q06144	4932.YLR350W
P35736	4932.YKL050C
Q01846	4932.YML104C
Q3E7B8	4932.YDL075W
Q3E7B8	4932.YLR406C
Q12800	9606.ENSP00000257915
Q08199	4932.YOL031C
P38090	4932.YBR132C
Q12221	4932.YPR042C
P32629	4932.YEL036C
P25341	4932.YCR091W
P43574	4932.YFL021W
P38174	4932.YBL091C
P48568	4932.YDL186W
Q12254	4932.YPL163C
P14180	4932.YBR038W
P38071	4932.YBR026C
P39997	4932.YEL016C
P12688	4932.YKL126W
Q06267	4932.YLR184W
P42945	4932.YJL109C
Q05040	4932.YMR029C
P07143	4932.YOR065W
Q12124	4932.YDL005C
P49166	4932.YLR185W
Q06485	4932.YLR356W
P35996	4932.YKL170W
P25593	4932.YCL068C
P38740	4932.YHL026C
P47132	4932.YJR087W
P33298	4932.YDR394W
P25637	4932.YCR059C
P00330	4932.YOL086C
P40208	4932.YMR135C
P46958	4932.YJL146W
P53550	4932.YNL118C
P22137	4932.YGL206C
Q99259	9606.ENSP00000350928
P00420	4932.Q0275
Q6B0X2	4932.YMR158W-B
Q42403	3702.AT5G42980.1
P53280	4932.YGR134W
P24814	4932.YJR090C
Q08416	4932.YOR044W
Q03050	4932.YDR542W
P38782	4932.YHR058C
Q12212	4932.YOR137C
Q12363	4932.YOR230W
P38206	4932.YBL020W
P53740	4932.YNR048W
Q03081	4932.YPL038W
Q04545	4932.YML081W
P50113	4932.YGL154C
P38728	4932.YHL043W
P43497	4932.YKL096W-A
P32910	4932.YNR003C
Q03497	4932.YHL007C
P43609	4932.YFR037C
Q08683	4932.YOR249C
P53174	4932.YGL053W
Q08732	4932.YOR267C
P47168	4932.YJR136C
Q03036	4932.YDR540C
P39076	4932.YIL142W
P38254	4932.YBR094W
P53868	4932.YNL219C
P25574	4932.YCL045C
Q3E7Y6	4932.YHR199C-A
P38334	4932.YBR254C
P31688	4932.YDR074W
P25087	4932.YML008C
Q06247	4932.YLR173W
Q01926	4932.YOR334W
Q08909	4932.YOR385W
P25337	4932.YCR063W
Q04272	4932.YMR077C
P16521	4932.YLR249W
Q03373	4932.YDR480W
P00572	4932.YJR057W
P00890	4932.YNR001C
P40531	4932.YIL041W
Q9BPX1	9606.ENSP00000263278
Q06524	4932.YPR151C
P33421	4932.YKL141W
P53730	4932.YNR030W
Q00873	4932.YKL087C
P43535	4932.YFR009W
Q08919	4932.YPL176C
P0CD91	4932.YPR192W
Q92317	4932.YDR397C
Q12204	4932.YOR022C
Q12084	4932.YDR020C
P36007	4932.YKL218C
P14359	4932.YJL151C
P25342	4932.YCR002C
P38791	4932.YHR068W
Q9NRA8	9606.ENSP00000380659
P13517	4932.YIL034C
P36056	4932.YKL155C
P19263	4932.YLR071C
Q06667	4932.YDR315C
Q06598	4932.YPR201W
P38137	4932.YBR222C
P81877	9606.ENSP00000483921
Q92609	9606.ENSP00000402935
P38772	4932.YHR040W
P39941	4932.YEL070W
Q07927	4932.YLR012C
P0C0W9	4932.YPR102C
Q05164	4932.YOL155C
P11142	9606.ENSP00000432083
P43619	4932.YFR047C
P53335	4932.YGR280C
Q03020	4932.YPL135W
P33328	4932.YOR327C
P53866	4932.YNL224C
Q12208	4932.YLR132C
P47049	4932.YJL048C
P53719	4932.YNR014W
P38956	4932.YDR073W
P38751	4932.YHL006C
Q02776	4932.YPL063W
O95199	9606.ENSP00000389910
P53735	4932.YNR039C
P25594	4932.YCL069W
P43561	4932.YFL041W
P40525	4932.YIL052C
P39547	4932.YAR027W
P34072	4932.YNL076W
P38194	4932.YBL044W
Q03205	4932.YDR042C
P38231	4932.YBR047W
Q99252	4932.YOR092W
Q04489	4932.YML096W
Q12335	4932.YDR032C
P32776	4932.YDR311W
Q8NF64	9606.ENSP00000311778
P07215	4932.YHR053C
P32939	4932.YML001W
Q12484	4932.YOR343C
P38721	4932.YHL050C
P33306	4932.YER167W
P53131	4932.YGL120C
P39517	4932.YDL160C
Q12056	4932.YOR226C
Q04585	4932.YDR109C
P21524	4932.YER070W
Q12072	4932.YLR095C
P46992	4932.YJL171C
P32476	4932.YGR175C
P46673	4932.YJR042W
Q08241	4932.YOL106W
Q12458	4932.YDR368W
O95198	9606.ENSP00000424198
P15108	4932.YMR186W
P32896	4932.YDR081C
P28519	4932.YMR201C
P36001	4932.YKL132C
P47100	4932.YJR029W
Q12424	4932.YDL206W
P26786	4932.YOR096W
P52893	4932.YLR089C
Q96HD9	9606.ENSP00000255082
P36166	4932.YKR090W
P34215	4932.YBR144C
Q9BSE4	9606.ENSP00000379390
P34239	4932.YKL176C
P33322	4932.YLR175W
P26188	4932.YDL200C
Q9ZZX0	4932.Q0075
O14874	9606.ENSP00000378405
P38998	4932.YIR034C
P16120	4932.YCR053W
P38886	4932.YHR200W
P53686	4932.YPL015C
P54790	4932.YLL004W
Q8TAP6	9606.ENSP00000262127
Q08162	4932.YOL021C
P53934	4932.YNL092W
P32909	4932.YBR172C
P03962	4932.YEL021W
Q12421	4932.YDR022C
P69850	4932.YBR233W-A
P53109	4932.YGL160W
P19736	4932.YDL030W
Q08018	4932.YLR076C
P06367	4932.YCR031C
Q04299	4932.YMR087W
Q05530	4932.YDR286C
Q08873	4932.YOR367W
P41812	4932.YNL221C
P00958	4932.YGR264C
P22768	4932.YOL058W
Q12415	4932.YOR110W
Q08952	4932.YPL196W
Q03649	4932.YMR210W
P25606	4932.YCR100C
P42845	4932.YNL309W
P81450	4932.YML081C-A
P32803	4932.YGL200C
Q5TC12	9606.ENSP00000460964
Q04003	4932.YDR181C
Q06696	4932.YLR417W
Q03466	4932.YDR206W
Q04526	4932.YML083C
P23724	4932.YBL041W
P38896	4932.YHR213W
P39959	4932.YER130C
Q99326	4932.YOR338W
P40312	4932.YNL111C
P23833	4932.YBR037C
P40213	4932.YDL083C
Q9UI14	9606.ENSP00000222008
Q03761	4932.YDR145W
P53691	4932.YLR216C
Q9UM11	9606.ENSP00000378529
Q01589	4932.YDR077W
Q03151	4932.YMR097C
P43132	4932.YLR015W
P47125	4932.YJR078W
P53171	4932.YGL057C
P53721	4932.YNR018W
P53204	4932.YGR010W
Q04418	4932.YDR527W
P53218	4932.YGR030C
P17076	4932.YHL033C
Q07508	4932.YDL087C
P43571	4932.YFL025C
P28273	4932.YKL215C
P38178	4932.YBL083C
Q12184	4932.YPL252C
O14455	4932.YPL249C-A
P53541	4932.YNL012W
P38793	4932.YHR070W
O94742	4932.YDR363W-A
Q06169	4932.YLR324W
Q12074	4932.YPR069C
Q06150	4932.YLR267W
P53202	4932.YGR003W
Q9NSC5	9606.ENSP00000439937
P48164	4932.YNL096C
Q12107	4932.YLR102C
Q12149	4932.YOR001W
Q06676	4932.YDR319C
P38773	4932.YHR043C
Q03530	4932.YMR274C
Q08409	4932.YOR011W
P05749	4932.YLR061W
P40167	4932.YNL196C
Q04223	4932.YMR130W
Q06096	4932.YPR105C
Q92878	9606.ENSP00000368100
Q06678	4932.YDR322W
P40692	9606.ENSP00000231790
Q00539	4932.YHR086W
Q12338	4932.YLR154C
P16151	4932.YDR414C
P32460	4932.YIR030C
Q05D60	9606.ENSP00000298050
P15807	4932.YBR213W
P11746	4932.YMR043W
P53551	4932.YPL127C
Q12751	4932.YMR185W
Q02199	4932.YGL172W
P36154	4932.YKR074W
P47077	4932.YJL010C
P33767	4932.YEL002C
P40453	4932.YIL156W
P33201	4932.YKL009W
Q04049	4932.YDR419W
P47169	4932.YJR137C
P31384	4932.YAL021C
P32633	4932.YEL033W
Q08831	4932.YOR359W
Q12390	4932.YLL060C
P40889	4932.YJL225C
Q99288	4932.YDR051C
P25364	4932.YCR065W
Q05947	4932.YLR224W
O60200	4932.YKL053C-A
Q06218	4932.YLR276C
P40987	4932.YOR349W
Q08743	4932.YOR292C
P25302	4932.YER111C
Q03920	4932.YDR140W
Q12123	4932.YOR173W
P30777	4932.YGL142C
Q08109	4932.YOL013C
P53106	4932.YGL165C
P38889	4932.YHR206W
P06634	4932.YOR204W
P05453	4932.YDR172W
P38232	4932.YBR050C
P47038	4932.YJL064W
P31109	4932.YAL030W
P28241	4932.YOR136W
P47153	4932.YJR116W
Q06063	4932.YLR405W
P38811	4932.YHR099W
P40956	4932.YGL181W
P31153	9606.ENSP00000303147
Q08176	4932.YOL026C
Q04772	4932.YMR073C
P53901	4932.YNL152W
Q06511	4932.YPR143W
P13181	4932.YLR081W
Q02354	4932.YDR449C
P12684	4932.YLR450W
P32493	4932.YMR064W
P38990	4932.YER129W
P50943	4932.YNL105W
P32459	4932.YIR032C
P38068	4932.YBR014C
P32839	4932.YDR375C
